Currency,date,value,fmt_date,value_numeric
Russian ruble,"June 21,2023",84.246700,2023-06-21,84.2467
Russian ruble,"June 22,2023",83.607700,2023-06-22,83.6077
Russian ruble,"June 23,2023",84.079300,2023-06-23,84.0793
Russian ruble,"June 26,2023",84.664200,2023-06-26,84.6642
Russian ruble,"June 27,2023",85.050400,2023-06-27,85.0504
Russian ruble,"June 28,2023",85.619200,2023-06-28,85.6192
Russian ruble,"June 29,2023",87.034100,2023-06-29,87.0341
Russian ruble,"June 30,2023",88.384400,2023-06-30,88.3844
Saudi Arabian riyal,"June 01,2023",3.750000,2023-06-01,3.75
Saudi Arabian riyal,"June 02,2023",NA,2023-06-02,NA
Saudi Arabian riyal,"June 05,2023",3.750000,2023-06-05,3.75
Saudi Arabian riyal,"June 06,2023",3.750000,2023-06-06,3.75
Saudi Arabian riyal,"June 07,2023",3.750000,2023-06-07,3.75
Saudi Arabian riyal,"June 08,2023",3.750000,2023-06-08,3.75
Saudi Arabian riyal,"June 09,2023",NA,2023-06-09,NA
Saudi Arabian riyal,"June 12,2023",3.750000,2023-06-12,3.75
Saudi Arabian riyal,"June 13,2023",3.750000,2023-06-13,3.75
Saudi Arabian riyal,"June 14,2023",3.750000,2023-06-14,3.75
Saudi Arabian riyal,"June 15,2023",3.750000,2023-06-15,3.75
Saudi Arabian riyal,"June 16,2023",NA,2023-06-16,NA
Saudi Arabian riyal,"June 20,2023",3.750000,2023-06-20,3.75
Saudi Arabian riyal,"June 21,2023",3.750000,2023-06-21,3.75
Saudi Arabian riyal,"June 22,2023",3.750000,2023-06-22,3.75
Saudi Arabian riyal,"June 23,2023",NA,2023-06-23,NA
Saudi Arabian riyal,"June 26,2023",NA,2023-06-26,NA
Saudi Arabian riyal,"June 27,2023",NA,2023-06-27,NA
Saudi Arabian riyal,"June 28,2023",NA,2023-06-28,NA
Saudi Arabian riyal,"June 29,2023",NA,2023-06-29,NA
Saudi Arabian riyal,"June 30,2023",NA,2023-06-30,NA
Singapore dollar,"June 01,2023",1.351600,2023-06-01,1.3516
Singapore dollar,"June 02,2023",NA,2023-06-02,NA
Singapore dollar,"June 05,2023",1.350500,2023-06-05,1.3505
Singapore dollar,"June 06,2023",1.349300,2023-06-06,1.3493
Singapore dollar,"June 07,2023",1.347900,2023-06-07,1.3479
Singapore dollar,"June 08,2023",1.348300,2023-06-08,1.3483
Singapore dollar,"June 09,2023",NA,2023-06-09,NA
Singapore dollar,"June 12,2023",1.343900,2023-06-12,1.3439
Singapore dollar,"June 13,2023",1.341500,2023-06-13,1.3415
Singapore dollar,"June 14,2023",1.342000,2023-06-14,1.342
Singapore dollar,"June 15,2023",1.344200,2023-06-15,1.3442
Singapore dollar,"June 16,2023",1.337600,2023-06-16,1.3376
Singapore dollar,"June 20,2023",1.341900,2023-06-20,1.3419
Singapore dollar,"June 21,2023",1.343800,2023-06-21,1.3438
Singapore dollar,"June 22,2023",1.340600,2023-06-22,1.3406
Singapore dollar,"June 23,2023",1.348300,2023-06-23,1.3483
Singapore dollar,"June 26,2023",1.351500,2023-06-26,1.3515
Singapore dollar,"June 27,2023",1.349700,2023-06-27,1.3497
Singapore dollar,"June 28,2023",1.350700,2023-06-28,1.3507
Singapore dollar,"June 29,2023",NA,2023-06-29,NA
Singapore dollar,"June 30,2023",1.355700,2023-06-30,1.3557
South African rand,"June 01,2023",19.861800,2023-06-01,19.8618
South African rand,"June 02,2023",19.532500,2023-06-02,19.5325
South African rand,"June 05,2023",19.350500,2023-06-05,19.3505
South African rand,"June 06,2023",19.219700,2023-06-06,19.2197
South African rand,"June 07,2023",19.154300,2023-06-07,19.1543
South African rand,"June 08,2023",18.963000,2023-06-08,18.963
South African rand,"June 09,2023",NA,2023-06-09,NA
South African rand,"June 12,2023",18.644200,2023-06-12,18.6442
South African rand,"June 13,2023",18.655700,2023-06-13,18.6557
South African rand,"June 14,2023",18.513400,2023-06-14,18.5134
South African rand,"June 15,2023",18.330300,2023-06-15,18.3303
South African rand,"June 16,2023",NA,2023-06-16,NA
South African rand,"June 20,2023",18.140400,2023-06-20,18.1404
South African rand,"June 21,2023",18.326600,2023-06-21,18.3266
South African rand,"June 22,2023",18.334400,2023-06-22,18.3344
South African rand,"June 23,2023",18.631300,2023-06-23,18.6313
South African rand,"June 26,2023",18.663900,2023-06-26,18.6639
South African rand,"June 27,2023",18.500100,2023-06-27,18.5001
South African rand,"June 28,2023",18.669200,2023-06-28,18.6692
South African rand,"June 29,2023",18.688100,2023-06-29,18.6881
South African rand,"June 30,2023",18.923700,2023-06-30,18.9237
Swedish krona,"June 01,2023",10.799500,2023-06-01,10.7995
Swedish krona,"June 02,2023",10.782000,2023-06-02,10.782
Swedish krona,"June 05,2023",10.863800,2023-06-05,10.8638
Swedish krona,"June 06,2023",NA,2023-06-06,NA
Swedish krona,"June 07,2023",10.905500,2023-06-07,10.9055
Swedish krona,"June 08,2023",10.878400,2023-06-08,10.8784
Swedish krona,"June 09,2023",NA,2023-06-09,NA
Swedish krona,"June 12,2023",10.819400,2023-06-12,10.8194
Swedish krona,"June 13,2023",10.750400,2023-06-13,10.7504
Swedish krona,"June 14,2023",10.685400,2023-06-14,10.6854
Swedish krona,"June 15,2023",10.742300,2023-06-15,10.7423
Swedish krona,"June 16,2023",10.603900,2023-06-16,10.6039
Swedish krona,"June 20,2023",10.724000,2023-06-20,10.724
Swedish krona,"June 21,2023",10.800300,2023-06-21,10.8003
Swedish krona,"June 22,2023",10.687100,2023-06-22,10.6871
Swedish krona,"June 23,2023",NA,2023-06-23,NA
Swedish krona,"June 26,2023",10.721700,2023-06-26,10.7217
Swedish krona,"June 27,2023",10.679100,2023-06-27,10.6791
Swedish krona,"June 28,2023",10.718100,2023-06-28,10.7181
Swedish krona,"June 29,2023",10.757800,2023-06-29,10.7578
Swedish krona,"June 30,2023",10.850900,2023-06-30,10.8509
Swiss franc,"June 01,2023",0.908250,2023-06-01,0.90825
Swiss franc,"June 02,2023",0.905550,2023-06-02,0.90555
Swiss franc,"June 05,2023",0.910900,2023-06-05,0.9109
Swiss franc,"June 06,2023",0.907550,2023-06-06,0.90755
Swiss franc,"June 07,2023",0.905600,2023-06-07,0.9056
Swiss franc,"June 08,2023",0.909350,2023-06-08,0.90935
Swiss franc,"June 09,2023",0.901850,2023-06-09,0.90185
Swiss franc,"June 12,2023",0.905050,2023-06-12,0.90505
Swiss franc,"June 13,2023",0.906200,2023-06-13,0.9062
Swiss franc,"June 14,2023",0.902750,2023-06-14,0.90275
Swiss franc,"June 15,2023",0.900550,2023-06-15,0.90055
Swiss franc,"June 16,2023",0.892050,2023-06-16,0.89205
Swiss franc,"June 20,2023",0.897650,2023-06-20,0.89765
Swiss franc,"June 21,2023",0.897600,2023-06-21,0.8976
Swiss franc,"June 22,2023",0.893050,2023-06-22,0.89305
Swiss franc,"June 23,2023",0.899300,2023-06-23,0.8993
Swiss franc,"June 26,2023",0.892950,2023-06-26,0.89295
Swiss franc,"June 27,2023",0.894150,2023-06-27,0.89415
Swiss franc,"June 28,2023",0.895850,2023-06-28,0.89585
Swiss franc,"June 29,2023",0.895750,2023-06-29,0.89575
Swiss franc,"June 30,2023",0.900950,2023-06-30,0.90095
Thai baht,"June 01,2023",34.774000,2023-06-01,34.774
Thai baht,"June 02,2023",34.594000,2023-06-02,34.594
Thai baht,"June 05,2023",NA,2023-06-05,NA
Thai baht,"June 06,2023",34.763000,2023-06-06,34.763
Thai baht,"June 07,2023",34.777000,2023-06-07,34.777
Thai baht,"June 08,2023",34.886000,2023-06-08,34.886
Thai baht,"June 09,2023",NA,2023-06-09,NA
Thai baht,"June 12,2023",34.661000,2023-06-12,34.661
Thai baht,"June 13,2023",34.549000,2023-06-13,34.549
Thai baht,"June 14,2023",34.633000,2023-06-14,34.633
Thai baht,"June 15,2023",34.826000,2023-06-15,34.826
Thai baht,"June 16,2023",34.655000,2023-06-16,34.655
Thai baht,"June 20,2023",34.763000,2023-06-20,34.763
Thai baht,"June 21,2023",34.846000,2023-06-21,34.846
Thai baht,"June 22,2023",34.921000,2023-06-22,34.921
Thai baht,"June 23,2023",35.231000,2023-06-23,35.231
Thai baht,"June 26,2023",35.229000,2023-06-26,35.229
Thai baht,"June 27,2023",35.207000,2023-06-27,35.207
Thai baht,"June 28,2023",35.436000,2023-06-28,35.436
Thai baht,"June 29,2023",NA,2023-06-29,NA
Thai baht,"June 30,2023",35.602000,2023-06-30,35.602
Trinidadian dollar,"June 01,2023",6.730600,2023-06-01,6.7306
Trinidadian dollar,"June 02,2023",6.738600,2023-06-02,6.7386
Trinidadian dollar,"June 05,2023",NA,2023-06-05,NA
Trinidadian dollar,"June 06,2023",6.727100,2023-06-06,6.7271
Trinidadian dollar,"June 07,2023",6.740500,2023-06-07,6.7405
Trinidadian dollar,"June 08,2023",NA,2023-06-08,NA
Trinidadian dollar,"June 09,2023",NA,2023-06-09,NA
Trinidadian dollar,"June 12,2023",6.733600,2023-06-12,6.7336
Trinidadian dollar,"June 13,2023",6.740200,2023-06-13,6.7402
Trinidadian dollar,"June 14,2023",6.746500,2023-06-14,6.7465
Trinidadian dollar,"June 15,2023",6.732000,2023-06-15,6.732
Trinidadian dollar,"June 16,2023",6.744800,2023-06-16,6.7448
Trinidadian dollar,"June 20,2023",6.747400,2023-06-20,6.7474
Trinidadian dollar,"June 21,2023",6.768500,2023-06-21,6.7685
Trinidadian dollar,"June 22,2023",6.760000,2023-06-22,6.76
Trinidadian dollar,"June 23,2023",6.772500,2023-06-23,6.7725
Trinidadian dollar,"June 26,2023",6.777200,2023-06-26,6.7772
Trinidadian dollar,"June 27,2023",6.761800,2023-06-27,6.7618
Trinidadian dollar,"June 28,2023",6.737500,2023-06-28,6.7375
Trinidadian dollar,"June 29,2023",6.766200,2023-06-29,6.7662
Trinidadian dollar,"June 30,2023",6.749300,2023-06-30,6.7493
U.A.E. dirham,"June 01,2023",3.672500,2023-06-01,3.6725
U.A.E. dirham,"June 02,2023",NA,2023-06-02,NA
U.A.E. dirham,"June 05,2023",NA,2023-06-05,NA
U.A.E. dirham,"June 06,2023",3.672500,2023-06-06,3.6725
U.A.E. dirham,"June 07,2023",3.672500,2023-06-07,3.6725
U.A.E. dirham,"June 08,2023",3.672500,2023-06-08,3.6725
U.A.E. dirham,"June 09,2023",NA,2023-06-09,NA
U.A.E. dirham,"June 12,2023",3.672500,2023-06-12,3.6725
U.A.E. dirham,"June 13,2023",3.672500,2023-06-13,3.6725
U.A.E. dirham,"June 14,2023",3.672500,2023-06-14,3.6725
U.A.E. dirham,"June 15,2023",3.672500,2023-06-15,3.6725
U.A.E. dirham,"June 16,2023",NA,2023-06-16,NA
U.A.E. dirham,"June 20,2023",3.672500,2023-06-20,3.6725
U.A.E. dirham,"June 21,2023",3.672500,2023-06-21,3.6725
U.A.E. dirham,"June 22,2023",3.672500,2023-06-22,3.6725
U.A.E. dirham,"June 23,2023",NA,2023-06-23,NA
U.A.E. dirham,"June 26,2023",3.672500,2023-06-26,3.6725
U.A.E. dirham,"June 27,2023",NA,2023-06-27,NA
U.A.E. dirham,"June 28,2023",NA,2023-06-28,NA
U.A.E. dirham,"June 29,2023",NA,2023-06-29,NA
U.A.E. dirham,"June 30,2023",NA,2023-06-30,NA
Uruguayan peso,"June 01,2023",38.799000,2023-06-01,38.799
Uruguayan peso,"June 02,2023",38.743000,2023-06-02,38.743
Uruguayan peso,"June 05,2023",38.782000,2023-06-05,38.782
Uruguayan peso,"June 06,2023",38.992000,2023-06-06,38.992
Uruguayan peso,"June 07,2023",38.954000,2023-06-07,38.954
Uruguayan peso,"June 08,2023",38.903000,2023-06-08,38.903
Uruguayan peso,"June 09,2023",NA,2023-06-09,NA
Uruguayan peso,"June 12,2023",38.662000,2023-06-12,38.662
Uruguayan peso,"June 13,2023",38.427000,2023-06-13,38.427
Uruguayan peso,"June 14,2023",38.231000,2023-06-14,38.231
Uruguayan peso,"June 15,2023",38.173000,2023-06-15,38.173
Uruguayan peso,"June 16,2023",38.020000,2023-06-16,38.02
Uruguayan peso,"June 20,2023",37.931000,2023-06-20,37.931
Uruguayan peso,"June 21,2023",37.912000,2023-06-21,37.912
Uruguayan peso,"June 22,2023",37.765000,2023-06-22,37.765
Uruguayan peso,"June 23,2023",37.540000,2023-06-23,37.54
Uruguayan peso,"June 26,2023",37.596000,2023-06-26,37.596
Uruguayan peso,"June 27,2023",37.513000,2023-06-27,37.513
Uruguayan peso,"June 28,2023",37.620000,2023-06-28,37.62
Uruguayan peso,"June 29,2023",37.521000,2023-06-29,37.521
Uruguayan peso,"June 30,2023",37.408000,2023-06-30,37.408
Chinese yuan,"July 05,2023",7.242600,2023-07-05,7.2426
Chinese yuan,"July 06,2023",7.247900,2023-07-06,7.2479
Chinese yuan,"July 07,2023",7.243400,2023-07-07,7.2434
Chinese yuan,"July 10,2023",7.232400,2023-07-10,7.2324
Chinese yuan,"July 11,2023",7.203800,2023-07-11,7.2038
Chinese yuan,"July 12,2023",7.189200,2023-07-12,7.1892
Chinese yuan,"July 13,2023",7.158900,2023-07-13,7.1589
Chinese yuan,"July 14,2023",7.136100,2023-07-14,7.1361
Chinese yuan,"July 17,2023",7.172100,2023-07-17,7.1721
Chinese yuan,"July 18,2023",7.173400,2023-07-18,7.1734
Chinese yuan,"July 19,2023",7.217700,2023-07-19,7.2177
Chinese yuan,"July 20,2023",7.187400,2023-07-20,7.1874
Chinese yuan,"July 21,2023",7.176800,2023-07-21,7.1768
Chinese yuan,"July 24,2023",7.202900,2023-07-24,7.2029
Chinese yuan,"July 25,2023",7.142000,2023-07-25,7.142
Chinese yuan,"July 26,2023",7.147700,2023-07-26,7.1477
Chinese yuan,"July 27,2023",7.137000,2023-07-27,7.137
Chinese yuan,"July 28,2023",7.161900,2023-07-28,7.1619
Chinese yuan,"July 31,2023",7.147300,2023-07-31,7.1473
Euro (1),"July 05,2023",1.087900,2023-07-05,1.0879
Euro (1),"July 06,2023",1.089900,2023-07-06,1.0899
Euro (1),"July 07,2023",1.088800,2023-07-07,1.0888
Euro (1),"July 10,2023",1.095600,2023-07-10,1.0956
Euro (1),"July 11,2023",1.098900,2023-07-11,1.0989
Euro (1),"July 12,2023",1.102200,2023-07-12,1.1022
Euro (1),"July 13,2023",1.118200,2023-07-13,1.1182
Euro (1),"July 14,2023",1.122100,2023-07-14,1.1221
Euro (1),"July 17,2023",1.123000,2023-07-17,1.123
Euro (1),"July 18,2023",1.125500,2023-07-18,1.1255
Euro (1),"July 19,2023",1.122200,2023-07-19,1.1222
Euro (1),"July 20,2023",1.119700,2023-07-20,1.1197
Euro (1),"July 21,2023",1.112300,2023-07-21,1.1123
Euro (1),"July 24,2023",1.109600,2023-07-24,1.1096
Euro (1),"July 25,2023",1.105100,2023-07-25,1.1051
Euro (1),"July 26,2023",1.105900,2023-07-26,1.1059
Euro (1),"July 27,2023",1.112500,2023-07-27,1.1125
Euro (1),"July 28,2023",1.101000,2023-07-28,1.101
Euro (1),"July 31,2023",1.102300,2023-07-31,1.1023
Japanese yen,"July 05,2023",144.500000,2023-07-05,144.5
Japanese yen,"July 06,2023",144.350000,2023-07-06,144.35
Japanese yen,"July 07,2023",144.100000,2023-07-07,144.1
Japanese yen,"July 10,2023",142.500000,2023-07-10,142.5
Japanese yen,"July 11,2023",141.420000,2023-07-11,141.42
Japanese yen,"July 12,2023",139.830000,2023-07-12,139.83
Japanese yen,"July 13,2023",138.550000,2023-07-13,138.55
Japanese yen,"July 14,2023",137.500000,2023-07-14,137.5
Japanese yen,"July 17,2023",NA,2023-07-17,NA
Japanese yen,"July 18,2023",138.800000,2023-07-18,138.8
Japanese yen,"July 19,2023",138.990000,2023-07-19,138.99
Japanese yen,"July 20,2023",139.600000,2023-07-20,139.6
Japanese yen,"July 21,2023",140.000000,2023-07-21,140
Japanese yen,"July 24,2023",141.780000,2023-07-24,141.78
Japanese yen,"July 25,2023",141.530000,2023-07-25,141.53
Japanese yen,"July 26,2023",141.050000,2023-07-26,141.05
Japanese yen,"July 27,2023",140.300000,2023-07-27,140.3
Japanese yen,"July 28,2023",139.430000,2023-07-28,139.43
Japanese yen,"July 31,2023",140.920000,2023-07-31,140.92
U.K. pound (1),"July 05,2023",1.269900,2023-07-05,1.2699
U.K. pound (1),"July 06,2023",1.277150,2023-07-06,1.27715
U.K. pound (1),"July 07,2023",1.276200,2023-07-07,1.2762
U.K. pound (1),"July 10,2023",1.278650,2023-07-10,1.27865
U.K. pound (1),"July 11,2023",1.291150,2023-07-11,1.29115
U.K. pound (1),"July 12,2023",1.291850,2023-07-12,1.29185
U.K. pound (1),"July 13,2023",1.306600,2023-07-13,1.3066
U.K. pound (1),"July 14,2023",1.311050,2023-07-14,1.31105
U.K. pound (1),"July 17,2023",1.307900,2023-07-17,1.3079
U.K. pound (1),"July 18,2023",1.312250,2023-07-18,1.31225
U.K. pound (1),"July 19,2023",1.292000,2023-07-19,1.292
U.K. pound (1),"July 20,2023",1.289700,2023-07-20,1.2897
U.K. pound (1),"July 21,2023",1.284600,2023-07-21,1.2846
U.K. pound (1),"July 24,2023",1.283450,2023-07-24,1.28345
U.K. pound (1),"July 25,2023",1.284050,2023-07-25,1.28405
U.K. pound (1),"July 26,2023",1.292100,2023-07-26,1.2921
U.K. pound (1),"July 27,2023",1.295650,2023-07-27,1.29565
U.K. pound (1),"July 28,2023",1.285250,2023-07-28,1.28525
U.K. pound (1),"July 31,2023",1.286550,2023-07-31,1.28655
U.S. dollar,"July 05,2023",1.000000,2023-07-05,1
U.S. dollar,"July 06,2023",1.000000,2023-07-06,1
U.S. dollar,"July 07,2023",1.000000,2023-07-07,1
U.S. dollar,"July 10,2023",1.000000,2023-07-10,1
U.S. dollar,"July 11,2023",1.000000,2023-07-11,1
U.S. dollar,"July 12,2023",1.000000,2023-07-12,1
U.S. dollar,"July 13,2023",1.000000,2023-07-13,1
U.S. dollar,"July 14,2023",1.000000,2023-07-14,1
U.S. dollar,"July 17,2023",1.000000,2023-07-17,1
U.S. dollar,"July 18,2023",1.000000,2023-07-18,1
U.S. dollar,"July 19,2023",1.000000,2023-07-19,1
U.S. dollar,"July 20,2023",1.000000,2023-07-20,1
U.S. dollar,"July 21,2023",1.000000,2023-07-21,1
U.S. dollar,"July 24,2023",1.000000,2023-07-24,1
U.S. dollar,"July 25,2023",1.000000,2023-07-25,1
U.S. dollar,"July 26,2023",1.000000,2023-07-26,1
U.S. dollar,"July 27,2023",1.000000,2023-07-27,1
U.S. dollar,"July 28,2023",1.000000,2023-07-28,1
U.S. dollar,"July 31,2023",1.000000,2023-07-31,1
Algerian dinar,"July 05,2023",NA,2023-07-05,NA
Algerian dinar,"July 06,2023",135.788600,2023-07-06,135.7886
Algerian dinar,"July 07,2023",135.717900,2023-07-07,135.7179
Algerian dinar,"July 10,2023",135.405500,2023-07-10,135.4055
Algerian dinar,"July 11,2023",135.283000,2023-07-11,135.283
Algerian dinar,"July 12,2023",135.206200,2023-07-12,135.2062
Algerian dinar,"July 13,2023",134.714900,2023-07-13,134.7149
Algerian dinar,"July 14,2023",134.319000,2023-07-14,134.319
Algerian dinar,"July 17,2023",134.313100,2023-07-17,134.3131
Algerian dinar,"July 18,2023",134.259900,2023-07-18,134.2599
Algerian dinar,"July 19,2023",NA,2023-07-19,NA
Algerian dinar,"July 20,2023",134.372200,2023-07-20,134.3722
Algerian dinar,"July 21,2023",134.726700,2023-07-21,134.7267
Algerian dinar,"July 24,2023",134.852100,2023-07-24,134.8521
Algerian dinar,"July 25,2023",134.923000,2023-07-25,134.923
Algerian dinar,"July 26,2023",134.863900,2023-07-26,134.8639
Algerian dinar,"July 27,2023",134.680800,2023-07-27,134.6808
Algerian dinar,"July 28,2023",NA,2023-07-28,NA
Algerian dinar,"July 31,2023",135.492800,2023-07-31,135.4928
Australian dollar (1),"July 05,2023",0.668800,2023-07-05,0.6688
Australian dollar (1),"July 06,2023",0.666100,2023-07-06,0.6661
Australian dollar (1),"July 07,2023",0.663500,2023-07-07,0.6635
Australian dollar (1),"July 10,2023",0.665700,2023-07-10,0.6657
Australian dollar (1),"July 11,2023",0.668200,2023-07-11,0.6682
Australian dollar (1),"July 12,2023",0.670900,2023-07-12,0.6709
Australian dollar (1),"July 13,2023",0.680800,2023-07-13,0.6808
Australian dollar (1),"July 14,2023",0.688900,2023-07-14,0.6889
Australian dollar (1),"July 17,2023",0.681400,2023-07-17,0.6814
Australian dollar (1),"July 18,2023",0.682100,2023-07-18,0.6821
Australian dollar (1),"July 19,2023",0.679400,2023-07-19,0.6794
Australian dollar (1),"July 20,2023",0.682800,2023-07-20,0.6828
Australian dollar (1),"July 21,2023",0.677500,2023-07-21,0.6775
Australian dollar (1),"July 24,2023",0.673600,2023-07-24,0.6736
Australian dollar (1),"July 25,2023",0.676800,2023-07-25,0.6768
Australian dollar (1),"July 26,2023",0.676300,2023-07-26,0.6763
Australian dollar (1),"July 27,2023",0.679300,2023-07-27,0.6793
Australian dollar (1),"July 28,2023",0.666900,2023-07-28,0.6669
Australian dollar (1),"July 31,2023",0.668200,2023-07-31,0.6682
Botswana pula (1),"July 05,2023",0.074300,2023-07-05,0.0743
Botswana pula (1),"July 06,2023",0.074200,2023-07-06,0.0742
Botswana pula (1),"July 07,2023",0.073700,2023-07-07,0.0737
Botswana pula (1),"July 10,2023",0.074200,2023-07-10,0.0742
Botswana pula (1),"July 11,2023",0.074600,2023-07-11,0.0746
Botswana pula (1),"July 12,2023",0.075100,2023-07-12,0.0751
Botswana pula (1),"July 13,2023",0.075900,2023-07-13,0.0759
Botswana pula (1),"July 14,2023",0.076400,2023-07-14,0.0764
Botswana pula (1),"July 17,2023",NA,2023-07-17,NA
Botswana pula (1),"July 18,2023",NA,2023-07-18,NA
Botswana pula (1),"July 19,2023",0.076400,2023-07-19,0.0764
Botswana pula (1),"July 20,2023",0.076400,2023-07-20,0.0764
Botswana pula (1),"July 21,2023",0.076300,2023-07-21,0.0763
Botswana pula (1),"July 24,2023",0.076000,2023-07-24,0.076
Botswana pula (1),"July 25,2023",0.076600,2023-07-25,0.0766
Botswana pula (1),"July 26,2023",0.076900,2023-07-26,0.0769
Botswana pula (1),"July 27,2023",0.076700,2023-07-27,0.0767
Botswana pula (1),"July 28,2023",0.076200,2023-07-28,0.0762
Botswana pula (1),"July 31,2023",0.076600,2023-07-31,0.0766
Brazilian real,"July 05,2023",4.857100,2023-07-05,4.8571
Brazilian real,"July 06,2023",4.897100,2023-07-06,4.8971
Brazilian real,"July 07,2023",4.879300,2023-07-07,4.8793
Brazilian real,"July 10,2023",4.872900,2023-07-10,4.8729
Brazilian real,"July 11,2023",4.894300,2023-07-11,4.8943
Brazilian real,"July 12,2023",4.805200,2023-07-12,4.8052
Brazilian real,"July 13,2023",4.803200,2023-07-13,4.8032
Brazilian real,"July 14,2023",4.795100,2023-07-14,4.7951
Brazilian real,"July 17,2023",4.829600,2023-07-17,4.8296
Brazilian real,"July 18,2023",4.803400,2023-07-18,4.8034
Brazilian real,"July 19,2023",4.799400,2023-07-19,4.7994
Brazilian real,"July 20,2023",4.788200,2023-07-20,4.7882
Brazilian real,"July 21,2023",4.772600,2023-07-21,4.7726
Brazilian real,"July 24,2023",4.745100,2023-07-24,4.7451
Brazilian real,"July 25,2023",4.749000,2023-07-25,4.749
Brazilian real,"July 26,2023",4.736200,2023-07-26,4.7362
Brazilian real,"July 27,2023",4.719600,2023-07-27,4.7196
Brazilian real,"July 28,2023",4.724700,2023-07-28,4.7247
Brazilian real,"July 31,2023",4.740900,2023-07-31,4.7409
Brunei dollar,"July 05,2023",1.350900,2023-07-05,1.3509
Brunei dollar,"July 06,2023",1.353600,2023-07-06,1.3536
Brunei dollar,"July 07,2023",1.353500,2023-07-07,1.3535
Brunei dollar,"July 10,2023",1.349000,2023-07-10,1.349
Brunei dollar,"July 11,2023",1.342500,2023-07-11,1.3425
Brunei dollar,"July 12,2023",1.337900,2023-07-12,1.3379
Brunei dollar,"July 13,2023",1.329000,2023-07-13,1.329
Brunei dollar,"July 14,2023",1.317600,2023-07-14,1.3176
Brunei dollar,"July 17,2023",1.322700,2023-07-17,1.3227
Brunei dollar,"July 18,2023",1.321100,2023-07-18,1.3211
Brunei dollar,"July 19,2023",NA,2023-07-19,NA
Brunei dollar,"July 20,2023",1.322200,2023-07-20,1.3222
Brunei dollar,"July 21,2023",1.326800,2023-07-21,1.3268
Brunei dollar,"July 24,2023",1.330700,2023-07-24,1.3307
Brunei dollar,"July 25,2023",1.329500,2023-07-25,1.3295
Brunei dollar,"July 26,2023",1.328300,2023-07-26,1.3283
Brunei dollar,"July 27,2023",1.322800,2023-07-27,1.3228
Brunei dollar,"July 28,2023",1.331900,2023-07-28,1.3319
Brunei dollar,"July 31,2023",1.331800,2023-07-31,1.3318
Canadian dollar,"July 05,2023",1.327300,2023-07-05,1.3273
Canadian dollar,"July 06,2023",1.334800,2023-07-06,1.3348
Canadian dollar,"July 07,2023",1.329300,2023-07-07,1.3293
Canadian dollar,"July 10,2023",1.328400,2023-07-10,1.3284
Canadian dollar,"July 11,2023",1.326000,2023-07-11,1.326
Canadian dollar,"July 12,2023",1.318800,2023-07-12,1.3188
Canadian dollar,"July 13,2023",1.312800,2023-07-13,1.3128
Canadian dollar,"July 14,2023",1.318300,2023-07-14,1.3183
Canadian dollar,"July 17,2023",1.318700,2023-07-17,1.3187
Canadian dollar,"July 18,2023",1.319000,2023-07-18,1.319
Canadian dollar,"July 19,2023",1.317000,2023-07-19,1.317
Canadian dollar,"July 20,2023",1.317100,2023-07-20,1.3171
Canadian dollar,"July 21,2023",1.321200,2023-07-21,1.3212
Canadian dollar,"July 24,2023",1.317200,2023-07-24,1.3172
Canadian dollar,"July 25,2023",1.318400,2023-07-25,1.3184
Canadian dollar,"July 26,2023",1.322000,2023-07-26,1.322
Canadian dollar,"July 27,2023",1.320100,2023-07-27,1.3201
Canadian dollar,"July 28,2023",1.323200,2023-07-28,1.3232
Canadian dollar,"July 31,2023",1.317700,2023-07-31,1.3177
Chilean peso,"July 05,2023",796.470000,2023-07-05,796.47
Chilean peso,"July 06,2023",797.870000,2023-07-06,797.87
Chilean peso,"July 07,2023",804.490000,2023-07-07,804.49
Chilean peso,"July 10,2023",806.520000,2023-07-10,806.52
Chilean peso,"July 11,2023",811.980000,2023-07-11,811.98
Chilean peso,"July 12,2023",816.780000,2023-07-12,816.78
Chilean peso,"July 13,2023",811.240000,2023-07-13,811.24
Chilean peso,"July 14,2023",808.610000,2023-07-14,808.61
Chilean peso,"July 17,2023",813.440000,2023-07-17,813.44
Chilean peso,"July 18,2023",820.760000,2023-07-18,820.76
Chilean peso,"July 19,2023",815.580000,2023-07-19,815.58
Chilean peso,"July 20,2023",811.430000,2023-07-20,811.43
Chilean peso,"July 21,2023",807.620000,2023-07-21,807.62
Chilean peso,"July 24,2023",821.950000,2023-07-24,821.95
Chilean peso,"July 25,2023",827.100000,2023-07-25,827.1
Chilean peso,"July 26,2023",828.900000,2023-07-26,828.9
Chilean peso,"July 27,2023",825.800000,2023-07-27,825.8
Chilean peso,"July 28,2023",826.010000,2023-07-28,826.01
Chilean peso,"July 31,2023",827.840000,2023-07-31,827.84
Czech koruna,"July 05,2023",NA,2023-07-05,NA
Czech koruna,"July 06,2023",NA,2023-07-06,NA
Czech koruna,"July 07,2023",21.997000,2023-07-07,21.997
Czech koruna,"July 10,2023",21.764000,2023-07-10,21.764
Czech koruna,"July 11,2023",21.703000,2023-07-11,21.703
Czech koruna,"July 12,2023",21.611000,2023-07-12,21.611
Czech koruna,"July 13,2023",21.243000,2023-07-13,21.243
Czech koruna,"July 14,2023",21.192000,2023-07-14,21.192
Czech koruna,"July 17,2023",21.154000,2023-07-17,21.154
